region1,region2,ratio,common,first
South Korea,USSR-csuvas,0,0,0
USSR-csuvas,South Korea,0,0,0
South Korea,USSR-fehérorosz,0,0,0
USSR-fehérorosz,South Korea,0,0,0
South Korea,USSR-finn,0,0,0
USSR-finn,South Korea,0,0,0
South Korea,USSR-grúz,0,0,0
USSR-grúz,South Korea,0,0,0
South Korea,USSR-kazah,0,0,0
USSR-kazah,South Korea,0,0,0
South Korea,USSR-kirgiz,0,0,0
USSR-kirgiz,South Korea,0,0,0
South Korea,USSR-lett,0,0,0
USSR-lett,South Korea,0,0,0
South Korea,USSR-litván,0,0,0
USSR-litván,South Korea,0,0,0
South Korea,USSR-moldva,0,0,0
USSR-moldva,South Korea,0,0,0
South Korea,USSR-orosz,0,0,0
USSR-orosz,South Korea,0,0,0
South Korea,USSR-tadzsik,0,0,0
USSR-tadzsik,South Korea,0,0,0
South Korea,USSR-türkmén,0,0,0
USSR-türkmén,South Korea,0,0,0
South Korea,USSR-udmurt,0,0,0
USSR-udmurt,South Korea,0,0,0
South Korea,USSR-ukrán,0,0,0
USSR-ukrán,South Korea,0,0,0
South Korea,USSR-észt,0,0,0
USSR-észt,South Korea,0,0,0
South Korea,USSR-örmény,0,0,0
USSR-örmény,South Korea,0,0,0
South Korea,USSR-üzbég,0,0,0
USSR-üzbég,South Korea,0,0,0
South Korea,Venezuela,0,0,0
Venezuela,South Korea,0,0,0
South Korea,Vietnam,0,0,0
Vietnam,South Korea,0,0,0
South Korea,Yugoslavia,0,0,0
Yugoslavia,South Korea,0,0,0
Spain,Spain,NA,NA,NA
Spain,Sweden,0.1323529411764706,9,6
Sweden,Spain,0.20454545454545456,9,3
Spain,Switzerland,0.058823529411764705,4,1
Switzerland,Spain,0.17391304347826086,4,3
Spain,Turkey,0.058823529411764705,4,2
Turkey,Spain,0.12903225806451613,4,2
Spain,UK,0.10294117647058823,7,3
UK,Spain,0.21875,7,4
Spain,USA,0.14705882352941177,10,4
USA,Spain,0.2631578947368421,10,6
Spain,USSR-altaji,0,0,0
USSR-altaji,Spain,0,0,0
Spain,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Spain,0,0,0
Spain,USSR-csuvas,0,0,0
USSR-csuvas,Spain,0,0,0
Spain,USSR-fehérorosz,0.014705882352941176,1,1
USSR-fehérorosz,Spain,0.16666666666666666,1,0
Spain,USSR-finn,0,0,0
USSR-finn,Spain,0,0,0
Spain,USSR-grúz,0.058823529411764705,4,4
USSR-grúz,Spain,0.15384615384615385,4,0
Spain,USSR-kazah,0.014705882352941176,1,1
USSR-kazah,Spain,0.125,1,0
Spain,USSR-kirgiz,0,0,0
USSR-kirgiz,Spain,0,0,0
Spain,USSR-lett,0.029411764705882353,2,2
USSR-lett,Spain,0.07407407407407407,2,0
Spain,USSR-litván,0.058823529411764705,4,4
USSR-litván,Spain,0.1111111111111111,4,0
Spain,USSR-moldva,0.029411764705882353,2,2
USSR-moldva,Spain,0.25,2,0
Spain,USSR-orosz,0.10294117647058823,7,5.5
USSR-orosz,Spain,0.033816425120772944,7,1.5
Spain,USSR-tadzsik,0,0,0
USSR-tadzsik,Spain,0,0,0
Spain,USSR-türkmén,0,0,0
USSR-türkmén,Spain,0,0,0
Spain,USSR-udmurt,0,0,0
USSR-udmurt,Spain,0,0,0
Spain,USSR-ukrán,0.029411764705882353,2,2
USSR-ukrán,Spain,0.03571428571428571,2,0
Spain,USSR-észt,0.08823529411764706,6,4
USSR-észt,Spain,0.2,6,2
Spain,USSR-örmény,0.029411764705882353,2,2
USSR-örmény,Spain,0.125,2,0
Spain,USSR-üzbég,0,0,0
USSR-üzbég,Spain,0,0,0
Spain,Venezuela,0,0,0
Venezuela,Spain,0,0,0
Spain,Vietnam,0,0,0
Vietnam,Spain,0,0,0
Spain,Yugoslavia,0.3088235294117647,21,8.5
Yugoslavia,Spain,0.1640625,21,12.5
Sweden,Sweden,NA,NA,NA
Sweden,Switzerland,0.045454545454545456,2,0
Switzerland,Sweden,0.08695652173913043,2,2
Sweden,Turkey,0.11363636363636363,5,3
Turkey,Sweden,0.16129032258064516,5,2
Sweden,UK,0.18181818181818182,8,4
UK,Sweden,0.25,8,4
Sweden,USA,0.2727272727272727,12,3
USA,Sweden,0.3157894736842105,12,9
Sweden,USSR-altaji,0,0,0
USSR-altaji,Sweden,0,0,0
Sweden,USSR-azerbajdzsán,0.022727272727272728,1,1
USSR-azerbajdzsán,Sweden,0.14285714285714285,1,0
Sweden,USSR-csuvas,0,0,0
USSR-csuvas,Sweden,0,0,0
Sweden,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Sweden,0,0,0
Sweden,USSR-finn,0,0,0
USSR-finn,Sweden,0,0,0
Sweden,USSR-grúz,0.06818181818181818,3,2
USSR-grúz,Sweden,0.11538461538461539,3,1
Sweden,USSR-kazah,0,0,0
USSR-kazah,Sweden,0,0,0
Sweden,USSR-kirgiz,0,0,0
USSR-kirgiz,Sweden,0,0,0
Sweden,USSR-lett,0.022727272727272728,1,1
USSR-lett,Sweden,0.037037037037037035,1,0
Sweden,USSR-litván,0.09090909090909091,4,2.5
USSR-litván,Sweden,0.1111111111111111,4,1.5
Sweden,USSR-moldva,0.022727272727272728,1,1
USSR-moldva,Sweden,0.125,1,0
Sweden,USSR-orosz,0.11363636363636363,5,3
USSR-orosz,Sweden,0.024154589371980676,5,2
Sweden,USSR-tadzsik,0,0,0
USSR-tadzsik,Sweden,0,0,0
Sweden,USSR-türkmén,0,0,0
USSR-türkmén,Sweden,0,0,0
Sweden,USSR-udmurt,0,0,0
USSR-udmurt,Sweden,0,0,0
Sweden,USSR-ukrán,0.045454545454545456,2,1
USSR-ukrán,Sweden,0.03571428571428571,2,1
Sweden,USSR-észt,0.11363636363636363,5,3
USSR-észt,Sweden,0.16666666666666666,5,2
Sweden,USSR-örmény,0.045454545454545456,2,1
USSR-örmény,Sweden,0.125,2,1
Sweden,USSR-üzbég,0.022727272727272728,1,1
USSR-üzbég,Sweden,0.125,1,0
Sweden,Venezuela,0.022727272727272728,1,1
Venezuela,Sweden,0.5,1,0
Sweden,Vietnam,0,0,0
Vietnam,Sweden,0,0,0
Sweden,Yugoslavia,0.45454545454545453,20,10.5
Yugoslavia,Sweden,0.15625,20,9.5
Switzerland,Switzerland,NA,NA,NA
Switzerland,Turkey,0.17391304347826086,4,2
Turkey,Switzerland,0.12903225806451613,4,2
Switzerland,UK,0.13043478260869565,3,1.5
UK,Switzerland,0.09375,3,1.5
Switzerland,USA,0.13043478260869565,3,1
USA,Switzerland,0.07894736842105263,3,2
Switzerland,USSR-altaji,0,0,0
USSR-altaji,Switzerland,0,0,0
Switzerland,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Switzerland,0,0,0
Switzerland,USSR-csuvas,0,0,0
USSR-csuvas,Switzerland,0,0,0
Switzerland,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Switzerland,0,0,0
Switzerland,USSR-finn,0,0,0
USSR-finn,Switzerland,0,0,0
Switzerland,USSR-grúz,0.08695652173913043,2,2
USSR-grúz,Switzerland,0.07692307692307693,2,0
Switzerland,USSR-kazah,0.043478260869565216,1,1
USSR-kazah,Switzerland,0.125,1,0
Switzerland,USSR-kirgiz,0,0,0
USSR-kirgiz,Switzerland,0,0,0
Switzerland,USSR-lett,0.043478260869565216,1,1
USSR-lett,Switzerland,0.037037037037037035,1,0
Switzerland,USSR-litván,0.043478260869565216,1,1
USSR-litván,Switzerland,0.027777777777777776,1,0
Switzerland,USSR-moldva,0,0,0
USSR-moldva,Switzerland,0,0,0
Switzerland,USSR-orosz,0.13043478260869565,3,2.5
USSR-orosz,Switzerland,0.014492753623188406,3,0.5
Switzerland,USSR-tadzsik,0,0,0
USSR-tadzsik,Switzerland,0,0,0
Switzerland,USSR-türkmén,0,0,0
USSR-türkmén,Switzerland,0,0,0
Switzerland,USSR-udmurt,0,0,0
USSR-udmurt,Switzerland,0,0,0
Switzerland,USSR-ukrán,0.08695652173913043,2,2
USSR-ukrán,Switzerland,0.03571428571428571,2,0
Switzerland,USSR-észt,0.08695652173913043,2,2
USSR-észt,Switzerland,0.06666666666666667,2,0
Switzerland,USSR-örmény,0.043478260869565216,1,1
USSR-örmény,Switzerland,0.0625,1,0
Switzerland,USSR-üzbég,0,0,0
USSR-üzbég,Switzerland,0,0,0
Switzerland,Venezuela,0,0,0
Venezuela,Switzerland,0,0,0
Switzerland,Vietnam,0,0,0
Vietnam,Switzerland,0,0,0
Switzerland,Yugoslavia,0.21739130434782608,5,1
Yugoslavia,Switzerland,0.0390625,5,4
Turkey,Turkey,NA,NA,NA
Turkey,UK,0.06451612903225806,2,0
UK,Turkey,0.0625,2,2
Turkey,USA,0.0967741935483871,3,1
USA,Turkey,0.07894736842105263,3,2
Turkey,USSR-altaji,0,0,0
USSR-altaji,Turkey,0,0,0
Turkey,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Turkey,0,0,0
Turkey,USSR-csuvas,0,0,0
USSR-csuvas,Turkey,0,0,0
Turkey,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Turkey,0,0,0
Turkey,USSR-finn,0,0,0
USSR-finn,Turkey,0,0,0
Turkey,USSR-grúz,0.0967741935483871,3,3
USSR-grúz,Turkey,0.11538461538461539,3,0
Turkey,USSR-kazah,0,0,0
USSR-kazah,Turkey,0,0,0
Turkey,USSR-kirgiz,0,0,0
USSR-kirgiz,Turkey,0,0,0
Turkey,USSR-lett,0,0,0
USSR-lett,Turkey,0,0,0
Turkey,USSR-litván,0.06451612903225806,2,1
USSR-litván,Turkey,0.05555555555555555,2,1
Turkey,USSR-moldva,0.03225806451612903,1,0
USSR-moldva,Turkey,0.125,1,1
Turkey,USSR-orosz,0.12903225806451613,4,3
USSR-orosz,Turkey,0.01932367149758454,4,1
Turkey,USSR-tadzsik,0,0,0
USSR-tadzsik,Turkey,0,0,0
Turkey,USSR-türkmén,0.03225806451612903,1,1
USSR-türkmén,Turkey,0.25,1,0
Turkey,USSR-udmurt,0,0,0
USSR-udmurt,Turkey,0,0,0
Turkey,USSR-ukrán,0.06451612903225806,2,1
USSR-ukrán,Turkey,0.03571428571428571,2,1
Turkey,USSR-észt,0.0967741935483871,3,2
USSR-észt,Turkey,0.1,3,1
Turkey,USSR-örmény,0.06451612903225806,2,1
USSR-örmény,Turkey,0.125,2,1
Turkey,USSR-üzbég,0,0,0
USSR-üzbég,Turkey,0,0,0
Turkey,Venezuela,0,0,0
Venezuela,Turkey,0,0,0
Turkey,Vietnam,0,0,0
Vietnam,Turkey,0,0,0
Turkey,Yugoslavia,0.25806451612903225,8,2.5
Yugoslavia,Turkey,0.0625,8,5.5
UK,UK,NA,NA,NA
UK,USA,0.4375,14,4.5
USA,UK,0.3684210526315789,14,9.5
UK,USSR-altaji,0,0,0
USSR-altaji,UK,0,0,0
UK,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,UK,0,0,0
UK,USSR-csuvas,0,0,0
USSR-csuvas,UK,0,0,0
UK,USSR-fehérorosz,0,0,0
USSR-fehérorosz,UK,0,0,0
UK,USSR-finn,0,0,0
USSR-finn,UK,0,0,0
UK,USSR-grúz,0.03125,1,1
USSR-grúz,UK,0.038461538461538464,1,0
UK,USSR-kazah,0.03125,1,1
USSR-kazah,UK,0.125,1,0
UK,USSR-kirgiz,0,0,0
USSR-kirgiz,UK,0,0,0
UK,USSR-lett,0.03125,1,1
USSR-lett,UK,0.037037037037037035,1,0
UK,USSR-litván,0.0625,2,1
USSR-litván,UK,0.05555555555555555,2,1
UK,USSR-moldva,0,0,0
USSR-moldva,UK,0,0,0
UK,USSR-orosz,0.15625,5,3
USSR-orosz,UK,0.024154589371980676,5,2
UK,USSR-tadzsik,0,0,0
USSR-tadzsik,UK,0,0,0
UK,USSR-türkmén,0,0,0
USSR-türkmén,UK,0,0,0
UK,USSR-udmurt,0,0,0
USSR-udmurt,UK,0,0,0
UK,USSR-ukrán,0.0625,2,2
USSR-ukrán,UK,0.03571428571428571,2,0
UK,USSR-észt,0.125,4,3
USSR-észt,UK,0.13333333333333333,4,1
UK,USSR-örmény,0.03125,1,1
USSR-örmény,UK,0.0625,1,0
UK,USSR-üzbég,0,0,0
USSR-üzbég,UK,0,0,0
UK,Venezuela,0,0,0
Venezuela,UK,0,0,0
UK,Vietnam,0.03125,1,1
Vietnam,UK,0.3333333333333333,1,0
UK,Yugoslavia,0.3125,10,7
Yugoslavia,UK,0.078125,10,3
USA,USA,NA,NA,NA
USA,USSR-altaji,0,0,0
USSR-altaji,USA,0,0,0
USA,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,USA,0,0,0
USA,USSR-csuvas,0,0,0
USSR-csuvas,USA,0,0,0
USA,USSR-fehérorosz,0,0,0
USSR-fehérorosz,USA,0,0,0
USA,USSR-finn,0,0,0
USSR-finn,USA,0,0,0
USA,USSR-grúz,0.02631578947368421,1,1
USSR-grúz,USA,0.038461538461538464,1,0
USA,USSR-kazah,0,0,0
USSR-kazah,USA,0,0,0
USA,USSR-kirgiz,0,0,0
USSR-kirgiz,USA,0,0,0
USA,USSR-lett,0.02631578947368421,1,1
USSR-lett,USA,0.037037037037037035,1,0
USA,USSR-litván,0.05263157894736842,2,1
USSR-litván,USA,0.05555555555555555,2,1
USA,USSR-moldva,0,0,0
USSR-moldva,USA,0,0,0
USA,USSR-orosz,0.10526315789473684,4,3
USSR-orosz,USA,0.01932367149758454,4,1
USA,USSR-tadzsik,0,0,0
USSR-tadzsik,USA,0,0,0
USA,USSR-türkmén,0,0,0
USSR-türkmén,USA,0,0,0
USA,USSR-udmurt,0,0,0
USSR-udmurt,USA,0,0,0
USA,USSR-ukrán,0.02631578947368421,1,1
USSR-ukrán,USA,0.017857142857142856,1,0
USA,USSR-észt,0.05263157894736842,2,1
USSR-észt,USA,0.06666666666666667,2,1
USA,USSR-örmény,0,0,0
USSR-örmény,USA,0,0,0
USA,USSR-üzbég,0,0,0
USSR-üzbég,USA,0,0,0
USA,Venezuela,0,0,0
Venezuela,USA,0,0,0
USA,Vietnam,0,0,0
Vietnam,USA,0,0,0
USA,Yugoslavia,0.3684210526315789,14,7
Yugoslavia,USA,0.109375,14,7
USSR-altaji,USSR-altaji,NA,NA,NA
USSR-altaji,USSR-azerbajdzsán,1,1,0
USSR-azerbajdzsán,USSR-altaji,0.14285714285714285,1,1
USSR-altaji,USSR-csuvas,1,1,0
USSR-csuvas,USSR-altaji,1,1,1
USSR-altaji,USSR-fehérorosz,1,1,0
USSR-fehérorosz,USSR-altaji,0.16666666666666666,1,1
USSR-altaji,USSR-finn,1,1,0
USSR-finn,USSR-altaji,1,1,1
USSR-altaji,USSR-grúz,1,1,0
USSR-grúz,USSR-altaji,0.038461538461538464,1,1
USSR-altaji,USSR-kazah,1,1,0
USSR-kazah,USSR-altaji,0.125,1,1
USSR-altaji,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-altaji,0,0,0
USSR-altaji,USSR-lett,0,0,0
USSR-lett,USSR-altaji,0,0,0
USSR-altaji,USSR-litván,0,0,0
USSR-litván,USSR-altaji,0,0,0
USSR-altaji,USSR-moldva,1,1,0
USSR-moldva,USSR-altaji,0.125,1,1
USSR-altaji,USSR-orosz,1,1,0
USSR-orosz,USSR-altaji,0.004830917874396135,1,1
USSR-altaji,USSR-tadzsik,0,0,0
USSR-tadzsik,USSR-altaji,0,0,0
USSR-altaji,USSR-türkmén,0,0,0
USSR-türkmén,USSR-altaji,0,0,0
USSR-altaji,USSR-udmurt,1,1,0
USSR-udmurt,USSR-altaji,1,1,1
USSR-altaji,USSR-ukrán,0,0,0
USSR-ukrán,USSR-altaji,0,0,0
USSR-altaji,USSR-észt,0,0,0
USSR-észt,USSR-altaji,0,0,0
USSR-altaji,USSR-örmény,0,0,0
USSR-örmény,USSR-altaji,0,0,0
USSR-altaji,USSR-üzbég,0,0,0
USSR-üzbég,USSR-altaji,0,0,0
USSR-altaji,Venezuela,0,0,0
Venezuela,USSR-altaji,0,0,0
USSR-altaji,Vietnam,0,0,0
Vietnam,USSR-altaji,0,0,0
USSR-altaji,Yugoslavia,0,0,0
Yugoslavia,USSR-altaji,0,0,0
USSR-azerbajdzsán,USSR-azerbajdzsán,NA,NA,NA
USSR-azerbajdzsán,USSR-csuvas,0.14285714285714285,1,0.5
USSR-csuvas,USSR-azerbajdzsán,1,1,0.5
USSR-azerbajdzsán,USSR-fehérorosz,0.14285714285714285,1,1
USSR-fehérorosz,USSR-azerbajdzsán,0.16666666666666666,1,0
USSR-azerbajdzsán,USSR-finn,0.14285714285714285,1,1
USSR-finn,USSR-azerbajdzsán,1,1,0
USSR-azerbajdzsán,USSR-grúz,0.2857142857142857,2,2
USSR-grúz,USSR-azerbajdzsán,0.07692307692307693,2,0
USSR-azerbajdzsán,USSR-kazah,0.2857142857142857,2,1.5
USSR-kazah,USSR-azerbajdzsán,0.25,2,0.5
USSR-azerbajdzsán,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,USSR-lett,0.14285714285714285,1,0
USSR-lett,USSR-azerbajdzsán,0.037037037037037035,1,1
USSR-azerbajdzsán,USSR-litván,0.2857142857142857,2,0
USSR-litván,USSR-azerbajdzsán,0.05555555555555555,2,2
USSR-azerbajdzsán,USSR-moldva,0.2857142857142857,2,1.5
USSR-moldva,USSR-azerbajdzsán,0.25,2,0.5
USSR-azerbajdzsán,USSR-orosz,0.7142857142857143,5,1
USSR-orosz,USSR-azerbajdzsán,0.024154589371980676,5,4
USSR-azerbajdzsán,USSR-tadzsik,0.2857142857142857,2,1
USSR-tadzsik,USSR-azerbajdzsán,0.4,2,1
USSR-azerbajdzsán,USSR-türkmén,0.2857142857142857,2,1
USSR-türkmén,USSR-azerbajdzsán,0.5,2,1
USSR-azerbajdzsán,USSR-udmurt,0.14285714285714285,1,1
USSR-udmurt,USSR-azerbajdzsán,1,1,0
USSR-azerbajdzsán,USSR-ukrán,0.5714285714285714,4,0
USSR-ukrán,USSR-azerbajdzsán,0.07142857142857142,4,4
USSR-azerbajdzsán,USSR-észt,0.2857142857142857,2,0.5
USSR-észt,USSR-azerbajdzsán,0.06666666666666667,2,1.5
USSR-azerbajdzsán,USSR-örmény,0.14285714285714285,1,0
USSR-örmény,USSR-azerbajdzsán,0.0625,1,1
USSR-azerbajdzsán,USSR-üzbég,0,0,0
USSR-üzbég,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Venezuela,0.14285714285714285,1,0
Venezuela,USSR-azerbajdzsán,0.5,1,1
USSR-azerbajdzsán,Vietnam,0,0,0
Vietnam,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Yugoslavia,0.14285714285714285,1,0
Yugoslavia,USSR-azerbajdzsán,0.0078125,1,1
USSR-csuvas,USSR-csuvas,NA,NA,NA
USSR-csuvas,USSR-fehérorosz,1,1,1
USSR-fehérorosz,USSR-csuvas,0.16666666666666666,1,0
USSR-csuvas,USSR-finn,1,1,1
USSR-finn,USSR-csuvas,1,1,0
USSR-csuvas,USSR-grúz,1,1,1
USSR-grúz,USSR-csuvas,0.038461538461538464,1,0
USSR-csuvas,USSR-kazah,1,1,1
USSR-kazah,USSR-csuvas,0.125,1,0
USSR-csuvas,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-csuvas,0,0,0
USSR-csuvas,USSR-lett,0,0,0
USSR-lett,USSR-csuvas,0,0,0
USSR-csuvas,USSR-litván,0,0,0
USSR-litván,USSR-csuvas,0,0,0
USSR-csuvas,USSR-moldva,1,1,0.5
USSR-moldva,USSR-csuvas,0.125,1,0.5
USSR-csuvas,USSR-orosz,1,1,0
USSR-orosz,USSR-csuvas,0.004830917874396135,1,1
USSR-csuvas,USSR-tadzsik,0,0,0
USSR-tadzsik,USSR-csuvas,0,0,0
USSR-csuvas,USSR-türkmén,0,0,0
USSR-türkmén,USSR-csuvas,0,0,0
USSR-csuvas,USSR-udmurt,1,1,1
USSR-udmurt,USSR-csuvas,1,1,0
USSR-csuvas,USSR-ukrán,0,0,0
USSR-ukrán,USSR-csuvas,0,0,0
USSR-csuvas,USSR-észt,0,0,0
USSR-észt,USSR-csuvas,0,0,0
USSR-csuvas,USSR-örmény,0,0,0
USSR-örmény,USSR-csuvas,0,0,0
USSR-csuvas,USSR-üzbég,0,0,0
USSR-üzbég,USSR-csuvas,0,0,0
USSR-csuvas,Venezuela,0,0,0
Venezuela,USSR-csuvas,0,0,0
USSR-csuvas,Vietnam,0,0,0
Vietnam,USSR-csuvas,0,0,0
USSR-csuvas,Yugoslavia,0,0,0
Yugoslavia,USSR-csuvas,0,0,0
USSR-fehérorosz,USSR-fehérorosz,NA,NA,NA
USSR-fehérorosz,USSR-finn,0.16666666666666666,1,0
USSR-finn,USSR-fehérorosz,1,1,1
USSR-fehérorosz,USSR-grúz,0.5,3,2
USSR-grúz,USSR-fehérorosz,0.11538461538461539,3,1
USSR-fehérorosz,USSR-kazah,0.16666666666666666,1,0
USSR-kazah,USSR-fehérorosz,0.125,1,1
USSR-fehérorosz,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-fehérorosz,0,0,0
USSR-fehérorosz,USSR-lett,0.16666666666666666,1,0
USSR-lett,USSR-fehérorosz,0.037037037037037035,1,1
USSR-fehérorosz,USSR-litván,0.16666666666666666,1,0
USSR-litván,USSR-fehérorosz,0.027777777777777776,1,1
USSR-fehérorosz,USSR-moldva,0.3333333333333333,2,1
USSR-moldva,USSR-fehérorosz,0.25,2,1
USSR-fehérorosz,USSR-orosz,0.6666666666666666,4,0
USSR-orosz,USSR-fehérorosz,0.01932367149758454,4,4
USSR-fehérorosz,USSR-tadzsik,0,0,0
USSR-tadzsik,USSR-fehérorosz,0,0,0
USSR-fehérorosz,USSR-türkmén,0,0,0
USSR-türkmén,USSR-fehérorosz,0,0,0
USSR-fehérorosz,USSR-udmurt,0.16666666666666666,1,0
USSR-udmurt,USSR-fehérorosz,1,1,1
USSR-fehérorosz,USSR-ukrán,0,0,0
USSR-ukrán,USSR-fehérorosz,0,0,0
USSR-fehérorosz,USSR-észt,0.16666666666666666,1,0
USSR-észt,USSR-fehérorosz,0.03333333333333333,1,1
USSR-fehérorosz,USSR-örmény,0.16666666666666666,1,0
USSR-örmény,USSR-fehérorosz,0.0625,1,1
USSR-fehérorosz,USSR-üzbég,0,0,0
USSR-üzbég,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Venezuela,0,0,0
Venezuela,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Vietnam,0,0,0
Vietnam,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Yugoslavia,0.16666666666666666,1,1
Yugoslavia,USSR-fehérorosz,0.0078125,1,0
USSR-finn,USSR-finn,NA,NA,NA
USSR-finn,USSR-grúz,1,1,1
USSR-grúz,USSR-finn,0.038461538461538464,1,0
USSR-finn,USSR-kazah,1,1,0.5
USSR-kazah,USSR-finn,0.125,1,0.5
USSR-finn,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-finn,0,0,0
USSR-finn,USSR-lett,0,0,0
USSR-lett,USSR-finn,0,0,0
USSR-finn,USSR-litván,0,0,0
USSR-litván,USSR-finn,0,0,0
USSR-finn,USSR-moldva,1,1,0
USSR-moldva,USSR-finn,0.125,1,1
USSR-finn,USSR-orosz,1,1,0
USSR-orosz,USSR-finn,0.004830917874396135,1,1
USSR-finn,USSR-tadzsik,0,0,0
USSR-tadzsik,USSR-finn,0,0,0
USSR-finn,USSR-türkmén,0,0,0
USSR-türkmén,USSR-finn,0,0,0
USSR-finn,USSR-udmurt,1,1,0.5
USSR-udmurt,USSR-finn,1,1,0.5
USSR-finn,USSR-ukrán,0,0,0
USSR-ukrán,USSR-finn,0,0,0
USSR-finn,USSR-észt,0,0,0
USSR-észt,USSR-finn,0,0,0
USSR-finn,USSR-örmény,0,0,0
USSR-örmény,USSR-finn,0,0,0
USSR-finn,USSR-üzbég,0,0,0
USSR-üzbég,USSR-finn,0,0,0
USSR-finn,Venezuela,0,0,0
Venezuela,USSR-finn,0,0,0
USSR-finn,Vietnam,0,0,0
Vietnam,USSR-finn,0,0,0
USSR-finn,Yugoslavia,0,0,0
Yugoslavia,USSR-finn,0,0,0
USSR-grúz,USSR-grúz,NA,NA,NA
USSR-grúz,USSR-kazah,0.11538461538461539,3,0
USSR-kazah,USSR-grúz,0.375,3,3
USSR-grúz,USSR-kirgiz,0.038461538461538464,1,0
USSR-kirgiz,USSR-grúz,0.3333333333333333,1,1
USSR-grúz,USSR-lett,0.19230769230769232,5,2
USSR-lett,USSR-grúz,0.18518518518518517,5,3
USSR-grúz,USSR-litván,0.38461538461538464,10,2
USSR-litván,USSR-grúz,0.2777777777777778,10,8
USSR-grúz,USSR-moldva,0.15384615384615385,4,1
USSR-moldva,USSR-grúz,0.5,4,3
USSR-grúz,USSR-orosz,0.6153846153846154,16,0
USSR-orosz,USSR-grúz,0.07729468599033816,16,16
USSR-grúz,USSR-tadzsik,0.07692307692307693,2,0.5
USSR-tadzsik,USSR-grúz,0.4,2,1.5
USSR-grúz,USSR-türkmén,0.038461538461538464,1,0
USSR-türkmén,USSR-grúz,0.25,1,1
USSR-grúz,USSR-udmurt,0.038461538461538464,1,0
USSR-udmurt,USSR-grúz,1,1,1
USSR-grúz,USSR-ukrán,0.23076923076923078,6,2
USSR-ukrán,USSR-grúz,0.10714285714285714,6,4
USSR-grúz,USSR-észt,0.2692307692307692,7,2
USSR-észt,USSR-grúz,0.23333333333333334,7,5
USSR-grúz,USSR-örmény,0.23076923076923078,6,2
USSR-örmény,USSR-grúz,0.375,6,4
USSR-grúz,USSR-üzbég,0.11538461538461539,3,1
USSR-üzbég,USSR-grúz,0.375,3,2
USSR-grúz,Venezuela,0,0,0
Venezuela,USSR-grúz,0,0,0
USSR-grúz,Vietnam,0,0,0
Vietnam,USSR-grúz,0,0,0
USSR-grúz,Yugoslavia,0.2692307692307692,7,1
Yugoslavia,USSR-grúz,0.0546875,7,6
USSR-kazah,USSR-kazah,NA,NA,NA
USSR-kazah,USSR-kirgiz,0.125,1,0
USSR-kirgiz,USSR-kazah,0.3333333333333333,1,1
USSR-kazah,USSR-lett,0.375,3,0.5
USSR-lett,USSR-kazah,0.1111111111111111,3,2.5
USSR-kazah,USSR-litván,0.375,3,1
USSR-litván,USSR-kazah,0.08333333333333333,3,2
USSR-kazah,USSR-moldva,0.25,2,1
USSR-moldva,USSR-kazah,0.25,2,1
USSR-kazah,USSR-orosz,0.875,7,1
USSR-orosz,USSR-kazah,0.033816425120772944,7,6
USSR-kazah,USSR-tadzsik,0.125,1,0.5
USSR-tadzsik,USSR-kazah,0.2,1,0.5
USSR-kazah,USSR-türkmén,0.125,1,1
USSR-türkmén,USSR-kazah,0.25,1,0
USSR-kazah,USSR-udmurt,0.125,1,0.5
USSR-udmurt,USSR-kazah,1,1,0.5
USSR-kazah,USSR-ukrán,0.625,5,1
USSR-ukrán,USSR-kazah,0.08928571428571429,5,4
USSR-kazah,USSR-észt,0.25,2,0
USSR-észt,USSR-kazah,0.06666666666666667,2,2
USSR-kazah,USSR-örmény,0.25,2,0
USSR-örmény,USSR-kazah,0.125,2,2
USSR-kazah,USSR-üzbég,0.125,1,1
USSR-üzbég,USSR-kazah,0.125,1,0
USSR-kazah,Venezuela,0,0,0
Venezuela,USSR-kazah,0,0,0
USSR-kazah,Vietnam,0,0,0
Vietnam,USSR-kazah,0,0,0
USSR-kazah,Yugoslavia,0.25,2,1
Yugoslavia,USSR-kazah,0.015625,2,1
USSR-kirgiz,USSR-kirgiz,NA,NA,NA
USSR-kirgiz,USSR-lett,0,0,0
USSR-lett,USSR-kirgiz,0,0,0
