id,author,translator,target_title,target_lang,country,year,place,publisher,pagination,orig_lang,editionstat,orig_title,interm_title,isbn,interm_lang,auth_quality,transl_quality
7934,,"Markovits László",Budapest,German,Hungary,1990,Budapest,MTI,"128 p. ill.",Hungarian,"2. ed.",Budapest,,,,,
7935,"Mályusz Elemér","Szmodits Anikó","Kaiser Sigismund in Ungarn, 1387-1437",German,Hungary,1990,Budapest,"Akadémiai Kiadó","421, 16 p. ill.",Hungarian,,"Zsigmond király uralma Magyarországon, 1387-1437",,,,,
7936,"Makk Ferenc","Novák György","The Árpáds and the Comneni",English,Hungary,1989,Budapest,"Akadémiai Kiadó","213, 3 p. ill.",Hungarian,,,,,,,
7937,,"Ferenczi Harriett; et al.","Kurze Geschichte Siebenbürgens",German,Hungary,1990,Budapest,"Akadémiai Kiadó","xvi, 780, 120 p. ill.",Hungarian,,"Erdély rövid története",,,,,
7938,"Galántai József","Grusz Éva; Pokoly Judit","Hungary in the First World War",English,Hungary,1989,Budapest,"Akadémiai Kiadó","viii, 333 p.",Hungarian,,"Magyarország az első világháborúban, 1914-1918",,,,,
7939,"Bácskai Vera","Uszkay Miklós","Towns and urban society in early ninteenth-century Hungary",English,Hungary,1989,Budapest,"Akadémiai Kiadó","151 p.",Hungarian,,"Városok és a városi társadalom Magyarországon a XIX. század elején",,,,,
7940,,"Dobos Lídia","Hungary: 186 photographs, tourist information",English,Hungary,1989,Budapest,Forma-Art,"142 p. ill.",Hungarian,,Magyarország,,,,,
7941,,"Galló Veronika","Budapest: guida illustrata di 150 fotografie a colori con informazioni pratiche",Italian,Hungary,1990,Budapest,Forma-Art,"126 p. ill.",Hungarian,,Budapest,,,,,
7942,,"Himer Christa","Budapest: 150 Farbfotos mit Turistikinformationen",German,Hungary,1990,Budapest,Forma-Art,"127 p. ill.",Hungarian,,Budapest,,,,,
7943,,"Somfai Jutta","Balaton: 157 farbfotos mit Turistikinformationen",German,Hungary,1990,Budapest,Forma-Art,"128 p. ill.",Hungarian,,Balaton,,,,,
7944,,"Carlson Charles","Hungary: a complete guide",English,Hungary,1990,Budapest,Corvina,"294 p. ill.",Hungarian,"4. ed.",,,,,,
7945,"Horváth Csaba","Himer Gabriella; et al.","Ungarn: reiseführer A-Z",German,Hungary,1990,Budapest,Primo,"191 p. ill.",Hungarian,,,,,,,
7946,"Lőrincz Ottó","Marton Miklós","Komitat Vas",German,Hungary,1990,"Budapest; Szombathely","Panorama; Savaria Tourist","66, 8 p. ill.",Hungarian,,,,,,,
7947,"Kovács Irén","Reményi András K.",Hortobágy,German,Hungary,1990,Budapest,Panorama,"189, 64 p. ill.",Hungarian,"2. ed.",Hortobágy,,,,,
7948,"Czellár Katalin","Németh György",Sopron,German,Hungary,1990,Budapest,Panorama,"103 p. ill.",Hungarian,,Sopron,,,,,
7949,"Bariska István; Németh Adél","Ortutay Béla",Kőszeg,German,Hungary,1990,Budapest,Panorama,"115 p. ill.",Hungarian,,Kőszeg,,,,,
7950,"Kós Károly","Dunbar Lorna K.",Transylvania,English,Hungary,1989,Budapest,"Szépirodalmi Kiadó","111, 52 p. ill.",Hungarian,,Erdély,,,,,
7951,"Kós Károly","Hofman Maria",Siebenbürgen,German,Hungary,1989,Budapest,"Szépirodalmi Kiadó","111, 52 p. ill.",Hungarian,,Erdély,,,,,
7952,"Wellner István","Szepessy Margot",Budapest,German,Hungary,1990,Budapest,Corvina,"207 p. ill.",Hungarian,"3. ed.",Budapest,,,,,
7953,,,"Ungheria: guida turistica",Italian,Hungary,1990,Budapest,Corvina,"311 p. ill.",Hungarian,,Magyarország,,,,,
7954,,"Kohut Éva; Sándor Lavínia","Ungheria: guida completa",Italian,Hungary,1990,Budapest,Corvina,"311 p. ill.",Hungarian,"2. ed.",,,,,,
7955,"Tahin Gyula","Béres Zsuzsa",Szentendre,English,Hungary,1990,Budapest,Corvina,"9, 84 p. ill.",Hungarian,"4. ed.",Szentendre,,,,,
7956,"Tahin Gyula","Rédei Edith; Szegzárdy Csengery Klára",Szentendre,German,Hungary,1990,Budapest,Corvina,"9, 84 p. ill.",Hungarian,"4. ed.",Szentendre,,,,,
7957,,"Saul Wendy C.","Photo Habsburg: Frederick Habsburg and his family",English,Hungary,1989,Budapest,Corvina,"168 p. ill.",Hungarian,,"Photo Habsburg",,,,,
7958,"Pálóczi Horváth András","Thimar János","Petschengen, Kumanen, Jassen: Steppenvölker im mittelalterlichen Ungarn",German,Hungary,1989,Budapest,Corvina,"142, 40 p. ill.",Hungarian,,"Besenyők, kunok, jászok",,,,,
7959,"Pálóczi Horváth András","Wilkinson Timothy","Pechenegs, Cumans, Iasians: steppe peoples in medieval Hungary",English,Hungary,1989,Budapest,Corvina,"141, 40 p. ill.",Hungarian,,"Besenyők, kunok, jászok",,,,,
7960,"Niederhauser Emil","Eisenreich Maria","Attentat auf Elisabeth, Königin von Ungarn",German,Hungary,1990,Budapest,Corvina,"192. 16 p. ill.",Hungarian,,"Merénylet Erzsébet királyné ellen",,,,,
7961,"Németh Gyula","Dira Liane","Ein kleiner Reisführer",German,Hungary,1990,Budapest,Corvina,"159 p. ill.",Hungarian,,,,,,,
7962,"Lázár István","Csongár Álmos","Kleine Geschichte Ungarns",German,Hungary,1990,Budapest,Corvina,"244 p. ill.",Hungarian,,"Kis magyar történelem",,,,,
7963,"Lázár István","Chehádé Judit","Petite histoire de Hongrie",French,Hungary,1990,Budapest,Corvina,"246 p. ill.",Hungarian,,"Kis magyar történelem",,,,,
7964,"Kapocsy György","Rübberdt Irene","Die ungarische Puszta",German,Hungary,1990,Budapest,Corvina,"104 p. ill.",Hungarian,"2. ed.","A magyar puszta",,,,,
7965,,"Bejczi Miklós","Hungría: guía turística",Spanish,Hungary,1990,Budapest,Corvina,"322 p. ill.",Hungarian,"2. ed.",,,,,,
7966,,"Komoly Péter; et al.","La Hongrie: grand guide",French,Hungary,1990,Budapest,Corvina,"324 p. ill.",Hungarian,,,,,,,
7967,"Galántai József","Fischer Holger","Der österreichisc-hungarische Dualismus, 1867-1918",German,Hungary,1990,Budapest,Corvina,"185 p.",Hungarian,,"A Habsburg-Monarchia alkonya",,,,,
7968,"Buza Péter","Szijj Ildikó","Una semana en Budapest",Spanish,Hungary,1990,Budapest,Corvina,"149 p. ill.",Hungarian,,,,,,,
7969,"Buza Péter","Szilágyi Éva","Une semaine à Budapest",French,Hungary,1990,Budapest,Corvina,"150 p. ill.",Hungarian,,,,,,,
7970,"Török András","Fischer Doris","Budapest: ein kritischer Reisefüchrer",German,Hungary,1990,Budapest,Park,"207 p. ill.",Hungarian,,,,,,,
7971,,"Bereczky Tamás","Shopping guide Budapest: 1000 tips and informations",English,Hungary,1990,Budapest,Welcome,"100 p. ill.",Hungarian,,,,,,,
7972,,"Himer Christa","Shopping guide Budapest: 1000 Tips und Informationen",German,Hungary,1990,Budapest,Welcome,"124 p. ill.",Hungarian,,,,,,,
7973,"Muck Tibor","Siklósi János","Sopron: ein Tor nach Europa",German,Hungary,1989,Budapest,Interpress,"117 p. ill.",Hungarian,"Bilingual ed.","Sopron: kapu Európára",,,,,
7974,,,"Projections of earth and space: globes and spheres from three centuries; Exhibition, Budapest, Iparművészeti Múzeum, 20 July - 17 September 1989",English,Hungary,1989,Budapest,ELTE,"31 p. ill.",Hungarian,,"Földünk és a világegyetem képe",,,,,
7975,,,"Lake Velence: English with 60 color photos; Velence See: deutsch mit 60 Farbfotos","English; German",Hungary,1990,Budapest,"Fine Arts Publ. House","52 p. ill.",Hungarian,,,,,,,
7976,,,"Budapest city","English; German",Hungary,1990,Budapest,"Fine Arts Publ. House","50 p. ill.",Hungarian,,,,,,,
7977,"Lázár István; Székely András; Szelényi Károly","Luft Ulrich",Ungarn,German,Hungary,1990,Budapest,"Officina Nova","166 p. ill.",Hungarian,"3. ed.",Magyarország,,,,,
7978,,,"Ungarn; Hungary; Hongrie","German; English; French",Hungary,1989,Budapest,IPV,"12, 82 p. ill.",Hungarian,,Magyarország,,,,,
7979,"Korek József","Rätz Ottó","Die Theiss-Kultrur in der mittleren und nördlichen Theissgegend",German,Hungary,1989,Budapest,MNM,"136 p. ill.",Hungarian,,,,,,,
7980,"Kiss Attila",,"Das römerzeitliche Wagenrab von Kozármisleny",German,Hungary,1989,Budapest,MNM,"143 p. ill.",Hungarian,,,,,,,
7981,,,"Willkommen in Budapest: Reiseführer mit Stadtplan",German,Hungary,1989,Budapest,"Camera Studió","92 p. ill.",Hungarian,,,,,,,
7982,"Zimonyi István",,"The origins of the Volga Bulghars",English,Hungary,1990,Szeged,JATE,"211 p. ill.",Hungarian,,,,,,,
7983,"Hajas József; Sarkany Pál","Sild Ants","Koerad, meie sõbrad",Estonian,Estonia,1994,Tallinn,Valgus,"239 p. ill.",Hungarian,,Bobby-hobby,,,,,
7984,"Szögyen Wittenbach Hubert","Sinimets Ivar","Franz Josephi kaks armastust (1-2)",Estonian,Estonia,1996,Tallinn,Kunst,"2 v.",Hungarian,,"Ferenc József szerelmei",,,,,
7985,"Móra Ferenc","Martens Villu","Quintipor ja Titanilla",Estonian,Estonia,1996,Tallinn,Perioodika,"383 p. ill.",Hungarian,,Aranykoporsó,,,,,
7986,"Pomozi Peter","Aksli Marje","Tartu Ülikooli ungari lektoraat ja hungaroloogia eriharu",Estonian,Estonia,1996,Tartu,"Tartu Ülikooli Kirjastus","25 p. ill.",Hungarian,,"A Tartui Egyetem Magyar Lektoratusa es a hungarologia föszak",,,,,
7987,,,"Valimik ungari kirjandusest",Estonian,Estonia,1996,Tartu,"Tartu Ülikooli ungari lektoraat","194 p. ill",Hungarian,,,,,,,
7988,"Garaczi László","Seidler Andrea","Tanz der Wale: drei Theaterstücke",German,Austria,1994,Wien,"Per Procura","151 p. ill.",Hungarian,,,,,,,
7989,"Reviczky Ádám",,"Verlorene Kriege - gewonnene Schlachten",German,Austria,1996,Wien,Böhlau,"288 p. ill.",Hungarian,,"Vesztes háboruk - megnyert csaták",,,,,
7990,"Vajda Mihály",,"Die Krise der Kulturkritik",German,Austria,1996,Wien,Passagen-Verlag,"205 p.",Hungarian,,,,,,,
7991,"Esterházy Péter","Gahse Zsuzsanna","Eine Frau",German,Austria,1996,"Salzburg, Wien",Residenz-Verlag,"191 p.",Hungarian,,"Egy nö",,,,,
7992,"Bessenyei Antal","Išganaitytė Janina","Piešimo mokymas vaikų darželyje",Lithuanian,Lithuania,1996,Kaunas,Šviesa,"101 p. ill.",Hungarian,,"Praktikus ábrázolás az óvodán",,,,,
7993,"Gárdonyi Géza","Išganaitytė Janina","Pavojingos ilgaplaukės",Lithuanian,Lithuania,1996,Vilnius,Amžius,"303 p.",Hungarian,,"Hosszúhajú veszedelem",,,,,
7994,"Hamvas Béla","Skirecki Hans","Philosophie des Weins",German,Germany,1994,Berlin,"Brinkmann und Bose","76 p.",Hungarian,,"A bor filózofiája",,,,,
7995,"Kapocsy György",,"Weissflügel- und Weissbartseeschwalbe : Chlidonias leucopterus und Chl. hybrida",German,Germany,1995,"Berlin; Heidelberg; Hohenwarsleben","Akademie-Verlag; Spektrum; Westarp-Wissenschaften","156 p.",Hungarian,"2., unveränd. ed.","A fehérszárnyu- és a fattyu szerkö",,,,,
7996,"Radnay Jószef",,"Praxis des ungarischen Arbeitsrechts : ein Leitfaden für deutsche Unternehmer",German,Germany,1995,Bielefeld,Bertelsmann,"86 p.",Hungarian,,"Kézikönyv menedzsereknek",,,,,
7997,"Balázs Mihály","Novák György","Early Transylvanian antitrinitarism, 1566 - 1571; from Servet to Palaeologus",English,Germany,1996,"Baden-Baden, Bouxwiller",Koerner,"256 p.",Hungarian,"Bibliotheca dissidentium (publ. par le Groupe de Recherches sur les Non-Conformistes Religieux des Seizième et Dix-Septième Siècles et sur l'Histoire des Protestantismes (GRENEP, Faculté de Théologie Protestante de l'Université des Sciences Humaines de Strasbourg))",,,,,,
7998,"Reviczky Ádám; Reviczky Katalin",,"Verlorene Kriege - gewonnene Schlachten : Erinnerungen an Oberst Imre Reviczky - Weltkrieg und Holocaust in Ungarn",German,Germany,1996,Köln,Böhlau,"288 p.",Hungarian,,"Vesztes háboruk - megnyert csaták",,,,,
7999,"Petőfi Sándor","Guskiqi Artian","Ç'të shkrepi trill i moçëm: poezi",Albanian,Albania,1997,Tiranë,Toena,"176 p.",Hungarian,,"Összes müvei",,,,,
8000,"Kertész Imre","Viragh Christina","Roman eines Schicksallosen",German,Germany,1996,Berlin,"Rowohlt Berlin","286 p.",Hungarian,,Sorstalanság,,,,,
8001,"Dalos György; Zylla Elsbeth",,"Der Gast aus der Zukunft : Anna Achmatowa und Sir Isaiah Berlin ; eine Liebesgeschichte",German,Germany,1996,Hamburg,"Europäische Verlagsanstalt","236 p.",Hungarian,,,,,,,
8002,"Konrád György","Paetzke Hans-Henning","Steinuhr : Roman",German,Germany,1996,"Frankfurt am Main",Suhrkamp,"438 p.",Hungarian,,,,,,,
8003,"Kertész Imre","Buda György; Schwamm Kristin","Kaddisch für ein nicht geborenes Kind : Roman",German,Germany,1996,"Reinbek bei Hamburg",Rowohlt,"156 p.",Hungarian,,"Kaddis a meg nem született gyermekért",,,,,
8004,"Csernus Mariann","Skirecki Hans","Wer warst du, meine Tochter?",German,Germany,1996,Berlin,Aufbau-Taschenbuch-Verlag,"198 p.",Hungarian,,,,,,,
8005,"Ámi Lajos; Erdész Sándor; Futaky Ruth",,"Zigeunermärchen aus Ungarn : die Volkserzählungen des Lajos Ámi",German,Germany,1996,München,Diederichs,"327 p.",Hungarian,,,,,,,
8006,"Nagy Teréz",,"Trügerischer Stern : Gedichte von Flucht und Asyl",German,Germany,1996,Karlsruhe,Von-Loeper-Literaturverlag,"49 p.",Hungarian,"Bilingual ed.",,,,,,
8007,"Krasznahorkai László","Skirecki Hans","Der Gefangene von Urga : Roman",German,Germany,1996,"Frankfurt am Main",Fischer-Taschenbuch-Verlag,"229 p.",Hungarian,,"Az urgai fogoly",,,,,
8008,"Lawrence Leslie L.","Kohlstedt Roberto","Das Auge von Sindsche : Roman",German,Germany,1996,"Bergisch Gladbach",Bastei-Lübbe,"412 p.",Hungarian,,,,,,,
8009,"Földényi László F.","Skirecki Hans","Abgrund der Seele : Goyas Saturn",German,Germany,1994,München,"Matthes und Seitz","188 S",Hungarian,,,,,,,
8010,"Wirth Imre","Skirecki Hans","Geschichten aus dem Eskimokrieg : Roman",German,Germany,1996,Berlin,"Volk und Welt","196 p.",Hungarian,,"Történetek az eszkimóháborúból",,,,,
8011,"Świerkiewicz Róbert","Blaschtik Éva","In Verehrung dargebrachtes Opfer : Lissabon, Stuttgart, Madras, 1992 - 1995",German,Germany,1995,Stuttgart,"AL-Galerie Gerlinde Walz","88 p.",Hungarian,,,,,,,
8012,"Nádas Péter","Viragh Christina","Liebe: eine Erzählung",German,Germany,1996,Berlin,"Rowohlt Berlin","127 p.",Hungarian,,Szerelem,,,,,
8013,"Baum Peter; Klimó Károly","Skirecki Hans; et al.","Bilder und Zeichnungen",German,Germany,1996,München,"Matthes und Seitz","(64) p.",Hungarian,,,,,,,
8014,"Földényi László F.","Skirecki Hans","Caspar David Friedrich : die Nachtseite der Malerei",German,Germany,1993,München,"Matthes und Seitz","157 p.",Hungarian,,,,,,,
8015,"Darvasi László","Nes Frans van","Het treurigste orkest van de wereld : verhalen",Dutch,Netherlands,1996,Amsterdam,"Van Gennep","191 p.",Hungarian,,,,,,,
8016,"Kertész Imre","Kammer Henry","Onbepaald door het lot : roman",Dutch,Netherlands,1995,Amsterdam,"Van Gennep","242 p.",Hungarian,,,,,,,
8017,"Konrád György","Kammer Henry","De stenen klok : roman",Dutch,Netherlands,1996,Amsterdam,"Van Gennep","464 p.",Hungarian,,,,,,,
8018,"Konrád György","Kammer Henry","De stenen klok : roman",Dutch,Netherlands,1996,Amsterdam,"Van Gennep","464 p.",Hungarian,,,,,,,
8019,"Konrád György","Heim Michael Henry","The melancholy of rebirth : essays from post-communist Central Europe, 1989-1994",English,"United States of America",1995,"San Diego, CALIF","Harcourt Brace","x, 196 p.",Hungarian,,"Újjászületés melankóliája.",,,,,
8020,"Závodszky Géza.; Fenyo Mario D.","Módly Amy","American effects on Hungarian imagination and political thought, 1559-1848",English,"United States of America",1995,"Boulder, COLO","Social Science Monographs","vii, 335 p.",Hungarian,,,,,,,
8021,"Esterházy Péter","Sollosy Judith","A little Hungarian pornography",English,"United States of America",1995,"Evanston, ILL","Hydra Books ; Northwestern University Press","vi, 216 p.",Hungarian,,"Kis magyar pornográfia.",,,,,
8022,"Shelley Lore","Shelley Lore","The Union Kommando in Auschwitz: the Auschwitz munition factory through the eyes of its former slave laborers",English,"United States of America",1996,"Lanham, MD","University Press of America","xviii, 421 p., ill., maps","Hungarian; Polish",,,,,,,
8023,"Gyékényesi Gatto Katherine",,"Treasury of Hungarian love poems, quotations & proverbs",English,"United States of America",1996,"New York","Hippocrene Books","127 p.",Hungarian,"Bilingual ed.",,,,,,
8024,"Kánnár Gabriella","Simon László de","The history of the Simon family",English,"United States of America",1996,"s. l.","L. de Simon","35 leaves ill. maps",Hungarian,,,,,,,
8025,"Bálint Ágnes; Moore Lilian; Prøysen Alf","Ostrovskij O.; et al.","(Prøysen:) Pro kozlenka, kotoryj umel sčitat' do desjati. Veselyj Novyj god (Moore:) Kroška Enot i Tot, kto sidit v prudu (Bálint:) Gnom Gnomyč i Izjumka",Russian,"Russian Federation",1996,Moskva,Rosme̊n,"111 p. ill.","English; Hungarian; Norwegian",,,,,,,
8026,"Lomb Kató","Naumenko A. S.","Kak ja izučaju jazyki",Russian,"Russian Federation",1996,Moskva,"KMK LTD","125 p.",Hungarian,,,,,,,
8027,"Tótisz András","Kokorin O.; Voronkina Tat'jana I.","Nindzja mstit ubijcam; Gorilly",Russian,"Russian Federation",1996,Moskva,"Fizkul'tura i sport","446 p.",Hungarian,,,,,,,
8028,"Gergely Jenö","Gromov O.","Istorija papstva",Russian,"Russian Federation",1996,Moskva,Respublika,"462 p.",Hungarian,,"A pápaság története",,,,,
8029,,,"500 vidov domašnego pečen'ja",Russian,"Russian Federation",1996,Moskva,Citadel',"244 p.",Hungarian,,,,,,,
8030,"Rath-Végh István","Kalitenko E. D.; Rogov Ju. M.","Istorija čelovečeskoj gluposti",Russian,"Russian Federation",1996,Dubna,"IC Feniks","627 p.",Hungarian,,"Az emberi butasag kultúrtörténete",,,,,
8031,"Csoma Gergely","Kume Emiko","Morudoba no tyângôzin",Japanese,Japan,1995,Tokyo,Kôbunsya,"150 p.",Hungarian,,"Moldvai csángó magyarok",,,,,
8032,"Ortutay Gyula","Tokunaga Yasumoto","Hangarî minwasyû",Japanese,Japan,1996,Tokyo,"Iwanami syoten","434 p.",Hungarian,,"A Magyar népmese",,,,,
8033,"Csáth Géza","Veskis Kaarel","Võluri surm ja teisi novelle",Estonian,Estonia,1997,Tallinn,Perioodika,"88 p.",Hungarian,,"A varázsló halála",,,,,
8034,"Passuth László","Sinimets Ivar",Laguunid,Estonian,Estonia,1997,Tallinn,Kunst,"271 p.",Hungarian,,Lagúnák,,,,,
8035,,"Huik Toomas","Kaks ahnet karupoega: Ungari minasjutt",Estonian,Estonia,1997,Kuressaare,Tormikiri,"1 v. ill.",Hungarian,,,,,,,
8036,"Molnár Ferenc",,"Liliom: eine Vorstadtlegende in sieben Bildern und einem szenischen Prolog",German,Austria,1993,Wien,Burgtheater,"243 p. ill.",Hungarian,,,,,,,
8037,"Környeinė Gere Zsuzsa; Kuntler Teréz Reegnné","Jočionisné-Mészáros Ilona","Erdvé, forma, splava",Lithuanian,Lithuania,1997,Kaunas,Šviesa,"148 p. ill.",Hungarian,,Tér-forma-szín,,,,,
8038,"Földényi László F.","Kovacasics Adan",Melancolía,Spanish,Spain,1996,Barcelona,"Círculo de lectores","360 p.",Hungarian,,Melankólia,,,,,
8039,"Erdos Renee","Damjanov Jadranka","Indijski gost",Croatian,Croatia,1996,Čakovec,"Dvostruka Duga","187 p.",Hungarian,,"Az indiai vendeg",,,,,
8040,"Tóth Tihamér","Rožman Josip",Karakter,Croatian,Croatia,1996,Djakovo,"Karitativni fond UPT Ne živi čovjek samo o kruhu","175 p.",Hungarian,"4. ed.","A jellemes ifju",,,,,
8041,"Kertész Imre","Xantus Fzarvas Judith","Sin destino",Spanish,Spain,1996,Barcelona,"Plaza & Janés","195 p.",Hungarian,,Sorstalanság,,,,,
8042,"Molnár Ferenc","Glik Zlatko","Junaci Pavlove ulice",Croatian,Croatia,1996,Zagreb,Znanje,"163 p. ill.",Hungarian,,"A Pál utcai fiúk",,,,,
8043,"Janikovszky Éva; Taritaš Milan","Damjanov-Pintar Ljerka","Baš se veselim!",Croatian,Croatia,1996,Zagreb,"Hena com","36 p. ill.",Hungarian,,,,,,,
8044,"Bekeffi István","Glik Zlatko","Pas zvan gospodin Bozzi",Croatian,Croatia,1997,Zagreb,Znanje,"131 p. il.",Hungarian,,"A kutya, akit Bozzi",,,,,
8045,"Hamvas Béla","Galeta Ivan Ladislav","Filozofija vina",Croatian,Croatia,1997,Zagreb,Ceres,"103 p.",Hungarian,"2. ed.","Az ot geniusz - a bor filozofiaja",,,,,
8046,"Göncz Árpád","Blažetin Stjepan; et al.",Nasljedje,Croatian,Croatia,1997,Zagreb,"Hrvatska sveučilišna naklada","184 p.",Hungarian,,,,,,,
8047,,"Apro Ferenc","Obitelj Presvetoga Srca Isusovoga",Croatian,Croatia,,"s. l.","s. n.","116 p. ill.",Hungarian,,"Jezusom, bizom benned!",,,,,
8048,"Gulyas Štefan","Špis Adam","Prošlost, sadašnjost i budućnost: tumačenje Božjeg plana spasenja i knjige Otkrivenja",Croatian,Croatia,1997,Osijek,Izvori,"283 p.",Hungarian,,"A mult, a jelen es a jovo",,,,,
